Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,TPM,TPA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
65,61,2014-03-17,33-000,ATL,@,CHA,W (+14),1,36:03,3,8,.375,2,6,.333,2,2,1.000,0,9,9,4,0,2,0,1,10,12.1,+13
66,62,2014-03-18,33-001,ATL,,TOR,W (+5),1,35:51,5,14,.357,3,8,.375,3,3,1.000,0,1,1,2,0,0,0,2,16,9.1,+5
67,,2014-03-21,33-004,ATL,,NOP,L (-6),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
68,,2014-03-23,33-006,ATL,@,TOR,L (-10),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
69,,2014-03-24,33-007,ATL,,PHO,L (-7),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
70,,2014-03-26,33-009,ATL,@,MIN,L (-24),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
71,,2014-03-27,33-010,ATL,,POR,L (-15),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
72,,2014-03-29,33-012,ATL,@,WAS,L (-4),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
73,63,2014-03-31,33-014,ATL,,PHI,W (+8),1,26:51,3,10,.300,1,6,.167,4,5,.800,0,2,2,2,0,0,3,2,11,3.0,-11
74,64,2014-04-02,33-016,ATL,,CHI,L (-13),1,33:30,4,9,.444,4,6,.667,0,0,,0,4,4,1,0,0,4,0,12,5.2,-4
75,65,2014-04-04,33-018,ATL,,CLE,W (+19),1,39:05,3,9,.333,2,6,.333,0,0,,0,4,4,6,0,1,2,2,8,6.2,+22
76,66,2014-04-06,33-020,ATL,@,IND,W (+19),1,35:59,5,7,.714,1,3,.333,0,0,,0,6,6,5,0,0,1,2,11,11.6,+21
77,67,2014-04-08,33-022,ATL,,DET,L (-7),1,37:43,4,16,.250,4,12,.333,0,0,,0,5,5,5,2,0,3,3,12,5.2,0
78,68,2014-04-09,33-023,ATL,,BOS,W (+8),1,36:57,5,8,.625,4,6,.667,3,3,1.000,0,5,5,4,1,1,2,1,17,17.0,+17
79,69,2014-04-11,33-025,ATL,@,BRK,W (+5),1,37:29,1,8,.125,0,5,.000,1,1,1.000,0,7,7,2,0,1,3,2,3,-1.8,+12
80,70,2014-04-12,33-026,ATL,,MIA,W (+13),1,25:18,1,3,.333,1,2,.500,1,1,1.000,0,3,3,0,0,0,2,4,4,-0.4,+3
81,,2014-04-14,33-028,ATL,,CHA,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
82,71,2014-04-16,33-030,ATL,@,MIL,W (+8),1,22:25,3,4,.750,0,0,,1,2,.500,0,2,2,4,1,0,1,0,7,8.4,+10
1,1,2014-10-29,33-226,ATL,@,TOR,L (-7),1,33:29,7,10,.700,6,7,.857,0,0,,0,2,2,2,0,3,2,1,20,17.5,+6
2,2,2014-11-01,33-229,ATL,,IND,W (+10),1,32:04,3,5,.600,2,3,.667,1,2,.500,0,3,3,4,1,0,1,4,9,8.4,+1
3,3,2014-11-05,33-233,ATL,@,SAS,L (-2),1,36:25,3,10,.300,1,5,.200,0,0,,0,4,4,3,2,0,1,5,7,3.5,+5
4,4,2014-11-07,33-235,ATL,@,CHO,L (-3),1,45:08,6,12,.500,4,7,.571,4,5,.800,0,2,2,1,0,1,2,4,20,12.0,+5
5,5,2014-11-08,33-236,ATL,,NYK,W (+7),1,37:33,7,12,.583,6,9,.667,7,7,1.000,0,4,4,1,1,3,1,1,27,25.0,+8
6,6,2014-11-10,33-238,ATL,@,NYK,W (+6),1,33:17,4,13,.308,3,9,.333,6,6,1.000,1,7,8,2,0,0,0,2,17,12.9,+5
7,7,2014-11-12,33-240,ATL,,UTA,W (+3),1,38:15,5,10,.500,4,7,.571,3,3,1.000,1,9,10,6,0,0,2,1,17,17.2,+16
8,8,2014-11-14,33-242,ATL,,MIA,W (+11),1,37:05,4,7,.571,4,5,.800,0,0,,0,6,6,7,2,0,3,4,12,12.8,+17
9,9,2014-11-15,33-243,ATL,@,CLE,L (-33),1,13:33,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.0,-28
10,10,2014-11-18,33-246,ATL,,LAL,L (-5),1,39:00,2,6,.333,2,5,.400,2,2,1.000,1,1,2,3,0,1,2,4,8,4.8,0
11,11,2014-11-21,33-249,ATL,,DET,W (+10),1,35:52,5,6,.833,2,3,.667,0,0,,0,4,4,4,0,0,2,1,12,11.4,+16
12,12,2014-11-25,33-253,ATL,@,WAS,W (+4),1,25:19,0,4,.000,0,2,.000,2,2,1.000,0,5,5,1,0,0,2,2,2,-1.4,+9
13,13,2014-11-26,33-254,ATL,,TOR,L (-11),1,36:32,6,9,.667,4,6,.667,3,3,1.000,1,3,4,3,0,1,3,2,19,15.7,+3
14,14,2014-11-28,33-256,ATL,,NOP,W (+9),1,33:28,3,6,.500,2,5,.400,3,3,1.000,0,4,4,5,0,0,1,0,11,11.7,+3
15,15,2014-11-29,33-257,ATL,,CHO,W (+30),1,21:41,4,5,.800,2,3,.667,2,2,1.000,0,4,4,2,0,1,0,0,12,13.4,+21
16,16,2014-12-02,33-260,ATL,,BOS,W (+4),1,37:29,8,9,.889,6,7,.857,2,2,1.000,1,5,6,4,1,1,2,0,24,25.6,+3
17,17,2014-12-03,33-261,ATL,@,MIA,W (+10),1,34:36,6,12,.500,3,7,.429,3,3,1.000,0,6,6,2,1,0,2,4,18,12.6,+7
18,18,2014-12-05,33-263,ATL,@,BRK,W (+23),1,24:51,2,5,.400,2,4,.500,1,1,1.000,0,4,4,4,0,0,0,0,7,8.3,+12
19,19,2014-12-07,33-265,ATL,,DEN,W (+12),1,33:58,6,12,.500,3,7,.429,0,0,,0,5,5,3,0,0,1,3,15,10.4,0
20,20,2014-12-08,33-266,ATL,@,IND,W (+16),1,29:58,4,7,.571,3,6,.500,2,2,1.000,0,3,3,4,1,0,1,2,13,12.6,+15
