Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,TPM,TPA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
14,14,2021-11-15,28-333,SAC,@,DET,W (+22),0,24:17,8,14,.571,6,10,.600,0,0,,1,1,2,2,1,0,2,0,22,16.8,+11
15,15,2021-11-17,28-335,SAC,@,MIN,L (-10),0,29:28,5,17,.294,5,14,.357,1,2,.500,1,2,3,2,0,0,0,1,16,8.0,+2
16,16,2021-11-19,28-337,SAC,,TOR,L (-19),0,25:18,3,13,.231,3,12,.250,1,2,.500,1,0,1,2,0,0,1,2,10,2.0,-12
17,17,2021-11-20,28-338,SAC,,UTA,L (-18),0,30:15,6,13,.462,3,8,.375,1,1,1.000,0,3,3,3,0,0,2,1,16,9.9,-16
18,18,2021-11-22,28-340,SAC,,PHI,L (-8),0,31:10,7,16,.438,5,11,.455,2,2,1.000,1,8,9,2,0,0,2,2,21,14.3,-9
19,19,2021-11-24,28-342,SAC,,POR,W (+4),0,29:45,6,15,.400,5,11,.455,5,6,.833,0,4,4,0,0,1,3,0,22,12.4,+2
20,20,2021-11-26,28-344,SAC,@,LAL,W (+4),0,40:17,8,21,.381,3,13,.231,6,7,.857,1,3,4,6,2,0,0,4,25,19.3,+10
21,21,2021-11-28,28-346,SAC,@,MEM,L (-27),0,29:19,5,17,.294,1,9,.111,3,3,1.000,1,5,6,1,0,0,0,2,14,6.2,-25
22,22,2021-11-30,28-348,SAC,,LAL,L (-25),0,32:12,1,7,.143,1,6,.167,2,3,.667,0,2,2,5,0,0,1,2,5,2.4,-21
23,23,2021-12-01,28-349,SAC,@,LAC,W (+9),0,21:46,2,7,.286,0,3,.000,0,0,,2,2,4,2,0,0,3,2,4,-0.5,-1
24,24,2021-12-04,28-352,SAC,,LAC,W (+5),0,19:36,2,6,.333,1,5,.200,5,5,1.000,0,3,3,2,2,1,2,3,10,8.4,+4
25,25,2021-12-08,28-356,SAC,,ORL,W (+12),0,17:31,2,13,.154,1,10,.100,0,0,,0,1,1,1,0,0,0,1,5,-2.7,+4
26,26,2021-12-10,28-358,SAC,@,CHO,L (-1),0,31:22,6,19,.316,2,10,.200,1,1,1.000,1,5,6,1,2,0,1,1,15,7.6,-2
27,27,2021-12-11,28-359,SAC,@,CLE,L (-14),0,27:48,7,13,.538,4,10,.400,3,3,1.000,1,4,5,0,2,2,3,2,21,16.2,+11
28,28,2021-12-13,28-361,SAC,@,TOR,L (-23),0,27:05,5,13,.385,4,11,.364,0,0,,1,0,1,3,1,0,2,1,14,8.3,-12
29,29,2021-12-15,28-363,SAC,,WAS,W (+14),0,28:34,4,10,.400,4,7,.571,3,3,1.000,0,1,1,1,1,0,1,2,15,9.8,+11
30,30,2021-12-17,29-000,SAC,,MEM,L (-19),1,36:49,5,10,.500,4,6,.667,1,1,1.000,0,1,1,1,3,0,3,4,15,9.4,-11
