Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,TPM,TPA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
16,,2009-11-25,24-203,NOH,,MIL,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,2009-11-29,24-207,NOH,@,SAC,L (-16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
18,,2009-12-01,24-209,NOH,@,LAL,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,11,2009-12-04,24-212,NOH,,MIN,W (+9),1,38:32,6,13,.462,1,3,.333,3,3,1.000,0,6,6,15,8,1,3,3,16,26.1,+12
20,12,2009-12-08,24-216,NOH,,SAC,W (+2),1,39:04,6,13,.462,2,3,.667,1,2,.500,1,4,5,12,3,0,4,3,15,16.0,+11
21,13,2009-12-09,24-217,NOH,@,MIN,W (+1),1,38:48,6,14,.429,1,5,.200,2,2,1.000,0,3,3,14,0,0,5,3,15,12.1,+7
22,14,2009-12-11,24-219,NOH,,NYK,L (-17),1,36:38,4,14,.286,0,3,.000,5,5,1.000,1,5,6,13,1,0,3,2,13,13.3,-14
23,15,2009-12-14,24-222,NOH,@,DAL,L (-4),1,40:22,9,22,.409,0,4,.000,2,2,1.000,1,3,4,16,5,0,1,1,20,24.6,+4
24,16,2009-12-16,24-224,NOH,,DET,W (+8),1,43:01,5,9,.556,0,0,,6,6,1.000,0,4,4,12,1,1,4,3,16,17.8,+15
25,17,2009-12-18,24-226,NOH,,DEN,W (+6),1,41:52,13,20,.650,1,2,.500,3,3,1.000,1,8,9,19,1,0,4,2,30,33.8,+18
26,18,2009-12-20,24-228,NOH,@,TOR,L (-6),1,40:21,3,13,.231,0,1,.000,4,4,1.000,1,7,8,7,1,0,5,1,10,5.4,-12
27,19,2009-12-23,24-231,NOH,,GSW,W (+6),1,39:07,8,17,.471,1,3,.333,3,6,.500,0,5,5,7,1,0,0,3,20,16.3,+9
28,20,2009-12-26,24-234,NOH,@,CHI,L (-11),1,38:57,7,14,.500,1,2,.500,0,0,,0,1,1,7,3,2,1,1,15,16.2,-12
29,21,2009-12-29,24-237,NOH,@,HOU,L (-8),1,42:17,7,15,.467,0,3,.000,2,4,.500,1,10,11,10,2,2,1,1,16,20.2,-11
