Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,TPM,TPA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
10,10,2001-11-20,30-031,MIA,,MIN,L (-7),1,31:33,5,11,.455,2,3,.667,0,0,,1,3,4,2,1,1,5,4,12,4.4,-4
11,11,2001-11-23,30-034,MIA,,DAL,L (-10),1,41:02,5,13,.385,4,5,.800,8,8,1.000,1,4,5,4,2,0,1,1,22,20.2,-8
12,12,2001-11-24,30-035,MIA,@,CLE,L (-4),1,47:35,7,15,.467,5,8,.625,8,10,.800,1,12,13,5,0,4,1,3,27,26.9,-4
13,13,2001-11-27,30-038,MIA,,BOS,L (-1),1,40:25,8,19,.421,2,8,.250,9,10,.900,0,5,5,4,0,1,0,4,27,19.9,+6
14,14,2001-11-29,30-040,MIA,@,CHI,L (-6),1,45:08,6,15,.400,1,4,.250,2,3,.667,1,2,3,5,1,0,3,3,15,8.1,-4
15,15,2001-11-30,30-041,MIA,,WAS,L (-9),1,44:52,5,13,.385,1,3,.333,2,2,1.000,0,2,2,1,2,3,1,2,13,9.5,-5
16,,2001-12-04,30-045,MIA,@,LAC,L (-4),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
17,16,2001-12-07,30-048,MIA,@,SEA,W (+4),1,45:26,4,14,.286,2,7,.286,7,8,.875,0,9,9,4,0,1,1,2,17,12.8,-6
18,17,2001-12-09,30-050,MIA,@,SAC,L (-7),1,42:24,5,16,.313,0,1,.000,4,4,1.000,2,4,6,5,3,0,1,4,14,11.3,-3
19,18,2001-12-11,30-052,MIA,,MIL,W (+2),1,39:52,8,17,.471,2,4,.500,5,6,.833,2,4,6,3,0,0,3,5,23,13.6,+6
20,19,2001-12-12,30-053,MIA,@,WAS,L (-2),1,39:07,3,11,.273,0,3,.000,4,4,1.000,1,5,6,4,2,1,1,4,10,8.6,-4
21,20,2001-12-14,30-055,MIA,,NJN,L (-9),1,27:02,4,9,.444,0,0,,2,3,.667,0,2,2,2,0,0,3,4,10,2.3,-20
22,21,2001-12-15,30-056,MIA,@,HOU,W (+3),1,39:00,8,20,.400,0,1,.000,3,4,.750,1,5,6,4,1,1,1,2,19,12.7,0
23,22,2001-12-18,30-059,MIA,,UTA,L (-39),1,28:31,5,14,.357,2,6,.333,0,0,,1,2,3,3,1,1,0,2,12,8.5,-26
24,23,2001-12-21,30-062,MIA,,CLE,L (-5),1,40:10,9,22,.409,2,5,.400,4,4,1.000,1,3,4,2,1,4,2,5,24,15.0,+5
25,24,2001-12-23,30-064,MIA,@,TOR,L (-7),1,38:35,3,8,.375,0,4,.000,5,6,.833,1,4,5,3,1,1,1,4,11,9.3,-15
26,25,2001-12-27,30-068,MIA,@,ATL,L (-4),1,41:10,8,18,.444,2,5,.400,6,8,.750,0,2,2,2,3,2,2,2,24,17.4,+3
27,26,2001-12-28,30-069,MIA,,MEM,L (-5),1,33:39,4,16,.250,1,4,.250,3,3,1.000,2,5,7,1,1,0,2,5,12,3.0,-7
28,27,2001-12-30,30-071,MIA,@,DET,L (-6),1,38:25,6,16,.375,2,4,.500,1,2,.500,1,3,4,5,6,1,3,4,15,13.0,-1
29,28,2001-12-31,30-072,MIA,@,IND,W (+2),1,42:15,11,17,.647,0,0,,7,7,1.000,0,1,1,4,2,0,1,1,29,25.2,+11
30,29,2002-01-04,30-076,MIA,@,BOS,W (+23),1,37:08,8,14,.571,2,3,.667,5,6,.833,1,3,4,4,0,0,4,2,23,15.6,+24
31,30,2002-01-06,30-078,MIA,,GSW,W (+8),1,39:35,7,16,.438,2,6,.333,6,7,.857,1,4,5,8,2,1,1,3,22,21.2,+8
32,31,2002-01-08,30-080,MIA,@,NJN,L (-9),1,38:07,4,13,.308,1,5,.200,0,0,,0,2,2,4,2,0,4,3,9,1.7,-4
33,32,2002-01-10,30-082,MIA,,POR,L (-7),1,42:57,9,15,.600,2,5,.400,5,5,1.000,0,7,7,2,2,0,3,3,25,19.4,-6
34,33,2002-01-12,30-084,MIA,@,PHO,L (-34),1,22:42,1,5,.200,1,3,.333,0,0,,1,2,3,1,1,1,5,3,3,-2.6,-21
35,34,2002-01-14,30-086,MIA,@,GSW,W (+6),1,40:48,9,22,.409,5,9,.556,5,8,.625,0,2,2,5,2,0,2,0,28,19.1,+10
36,35,2002-01-16,30-088,MIA,@,LAL,W (+6),1,36:05,4,9,.444,2,4,.500,0,0,,0,5,5,2,0,2,1,4,10,7.0,+2
37,36,2002-01-17,30-089,MIA,@,POR,W (+2),1,41:26,9,20,.450,3,6,.500,4,4,1.000,0,7,7,2,1,0,1,3,25,16.9,-1
38,37,2002-01-19,30-091,MIA,,IND,W (+12),1,36:51,9,14,.643,3,4,.750,2,2,1.000,0,6,6,1,0,0,2,2,23,16.5,+13
39,38,2002-01-21,30-093,MIA,@,CLE,W (+2),1,49:28,11,20,.550,4,7,.571,1,1,1.000,0,4,4,5,2,2,2,4,27,21.9,+2
40,39,2002-01-22,30-094,MIA,,CHI,W (+13),1,38:15,6,16,.375,3,8,.375,5,6,.833,1,5,6,2,2,0,2,2,20,13.6,+16
41,40,2002-01-24,30-096,MIA,@,ORL,L (-5),1,42:24,10,20,.500,1,4,.250,7,7,1.000,4,5,9,1,2,1,4,5,28,19.7,+2
42,41,2002-01-26,30-098,MIA,,NJN,W (+13),1,37:01,5,11,.455,3,4,.750,7,13,.538,2,3,5,2,3,1,1,5,20,16.3,+18
43,42,2002-01-28,30-100,MIA,@,UTA,L (-12),1,24:43,3,16,.188,2,6,.333,4,4,1.000,2,3,5,2,1,0,1,4,12,4.1,-4
44,43,2002-01-29,30-101,MIA,@,DEN,W (+6),1,48:07,13,24,.542,3,7,.429,8,8,1.000,0,5,5,2,4,4,1,3,37,32.9,+11
45,44,2002-02-01,30-104,MIA,,SAS,W (+5),1,43:30,8,22,.364,4,8,.500,4,5,.800,2,6,8,3,1,0,1,1,24,16.3,+11
46,45,2002-02-03,30-106,MIA,@,NYK,W (+11),1,28:39,6,12,.500,1,2,.500,5,6,.833,0,1,1,4,0,1,0,5,18,13.4,+8
47,46,2002-02-05,30-108,MIA,,ATL,L (-3),1,41:11,7,15,.467,1,6,.167,1,1,1.000,1,8,9,3,1,0,3,3,16,10.3,+8
48,47,2002-02-13,30-116,MIA,,ORL,W (+17),1,40:36,10,16,.625,3,4,.750,1,1,1.000,1,7,8,3,1,1,1,3,24,21.2,+8
49,48,2002-02-15,30-118,MIA,@,MIL,W (+2),1,44:37,7,17,.412,1,6,.167,7,8,.875,2,4,6,4,7,1,2,3,22,22.4,+11
50,49,2002-02-17,30-120,MIA,@,MIN,L (-13),1,37:18,6,16,.375,3,7,.429,2,3,.667,1,2,3,2,1,0,1,0,17,10.5,-12
51,50,2002-02-18,30-121,MIA,,CHI,W (+22),1,33:07,6,10,.600,1,3,.333,3,6,.500,0,2,2,2,3,1,1,3,16,13.7,+15
52,51,2002-02-20,30-123,MIA,,LAC,L (-10),1,39:23,1,13,.077,1,7,.143,8,9,.889,0,5,5,5,1,1,1,1,11,7.2,-6
53,52,2002-02-23,30-126,MIA,@,WAS,W (+2),1,39:59,10,22,.455,1,5,.200,4,4,1.000,1,2,3,3,1,3,4,3,25,14.9,+2
54,53,2002-02-24,30-127,MIA,,WAS,W (+12),1,40:22,6,12,.500,1,2,.500,2,2,1.000,1,3,4,0,3,2,3,4,15,10.4,+14
55,54,2002-02-27,30-130,MIA,@,PHI,L (-10),1,25:50,4,14,.286,1,5,.200,0,0,,0,2,2,2,0,1,1,6,9,0.1,+11
56,55,2002-02-28,30-131,MIA,,NYK,W (+14),1,43:48,12,18,.667,4,5,.800,4,5,.800,0,3,3,5,3,1,3,1,32,28.5,+20
57,56,2002-03-02,30-133,MIA,@,DAL,W (+14),1,39:42,9,13,.692,3,3,1.000,5,7,.714,0,7,7,3,2,0,0,1,26,25.5,+29
58,57,2002-03-05,30-136,MIA,@,DET,W (+2),1,41:43,10,18,.556,3,5,.600,1,1,1.000,0,3,3,1,1,0,0,4,24,16.4,+22
59,58,2002-03-06,30-137,MIA,@,CHI,W (+5),1,39:37,4,11,.364,2,5,.400,4,4,1.000,2,1,3,6,1,2,1,0,14,15.2,+7
60,59,2002-03-08,30-139,MIA,,TOR,L (-9),1,39:17,7,15,.467,3,5,.600,5,7,.714,1,4,5,2,3,1,3,3,22,16.3,-9
61,60,2002-03-09,30-140,MIA,@,MEM,W (+5),1,37:11,4,9,.444,2,4,.500,6,7,.857,0,4,4,4,2,1,1,4,16,15.0,+3
62,61,2002-03-12,30-143,MIA,,PHO,W (+12),1,45:45,6,21,.286,0,5,.000,4,4,1.000,0,6,6,3,2,1,3,4,16,5.7,+10
63,62,2002-03-15,30-146,MIA,@,NJN,L (-19),1,27:32,1,13,.077,1,3,.333,0,0,,0,4,4,0,0,1,0,4,3,-5.4,-12
64,63,2002-03-16,30-147,MIA,,DEN,W (+25),1,35:23,6,14,.429,1,6,.167,1,1,1.000,1,0,1,3,1,1,1,2,14,9.3,+17
65,64,2002-03-19,30-150,MIA,,PHI,L (-12),1,43:42,9,18,.500,1,5,.200,4,4,1.000,2,3,5,2,0,0,2,2,23,14.9,-4
66,65,2002-03-20,30-151,MIA,@,PHI,W (+5),1,40:10,4,11,.364,0,3,.000,2,3,.667,1,6,7,4,2,0,2,3,10,7.6,+6
67,66,2002-03-22,30-153,MIA,,IND,L (-10),1,39:15,7,15,.467,2,5,.400,4,4,1.000,1,4,5,3,1,1,3,5,20,13.0,-5
68,67,2002-03-23,30-154,MIA,@,SAS,L (-10),1,30:41,2,8,.250,0,5,.000,4,4,1.000,1,3,4,2,1,0,3,3,8,3.0,-10
69,68,2002-03-25,30-156,MIA,,BOS,L (-5),1,42:29,6,16,.375,2,7,.286,5,7,.714,1,3,4,4,0,2,2,4,19,11.6,-9
70,69,2002-03-27,30-158,MIA,@,TOR,L (-1),1,37:46,1,5,.200,0,0,,0,0,,1,4,5,8,2,1,1,4,2,6.5,+7
71,70,2002-03-29,30-160,MIA,,ATL,W (+12),1,42:16,5,11,.455,2,4,.500,4,4,1.000,1,2,3,7,1,1,1,1,16,16.8,+30
72,71,2002-03-31,30-162,MIA,@,IND,L (-19),1,30:07,5,13,.385,1,3,.333,4,6,.667,0,3,3,3,1,0,2,5,15,7.1,-15
73,72,2002-04-02,30-164,MIA,,DET,L (-3),1,41:57,7,12,.583,1,2,.500,5,6,.833,0,3,3,4,2,0,2,3,20,16.5,-10
74,73,2002-04-03,30-165,MIA,@,CHH,L (-7),1,41:07,9,17,.529,4,9,.444,5,5,1.000,0,4,4,0,2,0,1,4,27,19.3,-7
75,74,2002-04-05,30-167,MIA,,MIL,W (+5),1,31:09,7,14,.500,1,4,.250,2,4,.500,0,3,3,4,0,1,0,5,17,11.6,+4
76,75,2002-04-07,30-169,MIA,,LAL,L (-8),1,42:24,4,13,.308,2,5,.400,2,2,1.000,0,3,3,5,0,0,1,4,12,6.3,-9
77,76,2002-04-09,30-171,MIA,,HOU,W (+3),1,46:04,9,14,.643,3,5,.600,5,5,1.000,2,1,3,4,2,0,4,4,26,20.7,-2
78,77,2002-04-10,30-172,MIA,@,BOS,L (-5),1,40:52,6,20,.300,4,12,.333,0,0,,0,4,4,4,0,1,2,5,16,5.1,-7
79,78,2002-04-12,30-174,MIA,,ORL,W (+5),1,38:40,5,10,.500,1,4,.250,4,4,1.000,0,7,7,5,2,0,3,2,15,13.8,+3
80,79,2002-04-14,30-176,MIA,,NYK,L (-27),1,37:41,4,8,.500,2,5,.400,0,0,,2,3,5,2,0,0,3,3,10,5.5,-23
81,80,2002-04-16,30-178,MIA,,CHH,L (-7),1,42:34,4,13,.308,1,3,.333,4,5,.800,1,2,3,5,2,2,1,5,13,10.3,-9
82,81,2002-04-17,30-179,MIA,@,ORL,W (+14),1,35:10,8,14,.571,3,4,.750,3,4,.750,1,4,5,8,2,1,2,4,22,21.6,+8
1,1,2002-10-30,31-010,MIA,,ORL,L (-14),1,31:45,2,9,.222,0,1,.000,2,2,1.000,0,4,4,1,0,2,3,2,6,0.0,-23
2,2,2002-11-02,31-013,MIA,@,NOH,L (-5),1,39:35,10,19,.526,2,6,.333,8,10,.800,2,6,8,2,1,1,0,3,30,25.0,-9
3,3,2002-11-03,31-014,MIA,,SAC,W (+10),1,40:00,5,16,.313,2,3,.667,4,5,.800,1,5,6,4,0,0,2,4,16,7.8,+6
4,4,2002-11-05,31-016,MIA,,IND,L (-4),1,35:50,7,16,.438,3,6,.500,0,0,,2,1,3,1,1,1,2,2,17,9.9,-6
5,5,2002-11-09,31-020,MIA,,SEA,L (-2),1,42:06,9,22,.409,4,11,.364,1,2,.500,1,6,7,4,1,0,2,4,23,13.5,+2
6,6,2002-11-12,31-023,MIA,,LAC,L (-19),1,43:14,5,14,.357,1,5,.200,3,4,.750,0,6,6,7,1,0,1,5,14,10.5,-13
7,7,2002-11-15,31-026,MIA,,NJN,L (-9),1,35:44,7,19,.368,1,6,.167,3,5,.600,2,7,9,5,2,0,0,4,18,14.1,-12
8,8,2002-11-16,31-027,MIA,@,WAS,L (-30),1,19:13,1,7,.143,1,5,.200,2,2,1.000,0,2,2,3,1,0,1,3,5,2.0,-6
9,9,2002-11-19,31-030,MIA,@,MIL,W (+4),1,42:11,9,16,.563,3,3,1.000,1,3,.333,1,5,6,4,1,0,3,3,22,15.4,+6
10,10,2002-11-20,31-031,MIA,@,DET,L (-11),1,34:16,7,11,.636,1,1,1.000,0,0,,0,1,1,2,0,0,2,3,15,8.6,-16
11,11,2002-11-22,31-033,MIA,,DET,L (-3),1,42:31,4,13,.308,0,3,.000,9,10,.900,0,3,3,4,1,0,1,4,17,11.2,-5
12,12,2002-11-24,31-035,MIA,@,ORL,L (-2),1,39:07,7,22,.318,0,6,.000,2,2,1.000,2,3,5,5,1,0,2,5,16,6.2,-11
13,13,2002-11-26,31-037,MIA,,LAL,W (+12),1,45:15,7,18,.389,1,6,.167,3,4,.750,0,2,2,4,1,1,4,3,18,7.7,+11
14,14,2002-11-27,31-038,MIA,@,PHI,L (-9),1,38:49,7,15,.467,0,2,.000,2,2,1.000,0,3,3,4,0,0,2,2,16,9.2,-12
15,15,2002-11-29,31-040,MIA,@,ATL,L (-6),1,46:34,8,20,.400,1,3,.333,3,5,.600,6,5,11,3,2,0,1,0,20,17.2,-5
16,16,2002-11-30,31-041,MIA,,CLE,W (+6),1,37:20,4,8,.500,0,1,.000,0,0,,0,3,3,5,3,1,2,4,8,8.5,-1
17,17,2002-12-02,31-043,MIA,@,PHO,W (+10),1,47:01,6,13,.462,3,5,.600,6,6,1.000,0,2,2,7,1,0,1,1,21,19.4,+15
18,18,2002-12-04,31-045,MIA,@,LAC,L (-9),1,24:24,2,6,.333,2,2,1.000,0,0,,0,2,2,4,0,0,3,3,6,1.8,-6
19,19,2002-12-06,31-047,MIA,@,POR,L (-19),1,26:29,0,5,.000,0,3,.000,1,2,.500,0,3,3,3,2,0,2,2,1,-0.7,-19
20,20,2002-12-07,31-048,MIA,@,SEA,L (-29),1,31:07,1,8,.125,1,4,.250,2,2,1.000,3,2,5,3,1,1,2,3,5,3.1,-24
21,21,2002-12-10,31-051,MIA,,MEM,L (-11),1,41:14,13,21,.619,4,6,.667,3,4,.750,3,3,6,3,0,0,1,3,33,26.0,-1
22,22,2002-12-13,31-054,MIA,,NYK,L (-5),1,37:51,9,17,.529,3,5,.600,3,4,.750,1,6,7,5,2,0,2,5,24,19.3,-8
23,23,2002-12-14,31-055,MIA,,GSW,W (+9),1,40:39,11,16,.688,4,6,.667,12,13,.923,1,5,6,4,5,0,0,1,38,40.4,-2
24,24,2002-12-16,31-057,MIA,,HOU,L (-5),1,51:06,11,27,.407,3,8,.375,7,8,.875,1,9,10,7,6,0,2,1,32,29.0,-8
25,25,2002-12-18,31-059,MIA,@,BOS,W (+10),1,38:28,5,17,.294,4,10,.400,7,9,.778,0,1,1,2,1,0,1,3,21,10.8,+8
26,26,2002-12-20,31-061,MIA,@,TOR,W (+20),1,29:05,6,7,.857,2,2,1.000,3,4,.750,0,5,5,2,1,0,2,1,17,15.6,+16
27,27,2002-12-22,31-063,MIA,@,NYK,W (+8),1,42:03,9,20,.450,0,5,.000,4,6,.667,1,4,5,2,0,1,1,2,22,13.0,-3
28,28,2002-12-23,31-064,MIA,@,CLE,L (-2),1,31:44,6,15,.400,3,5,.600,3,6,.500,0,2,2,2,1,3,3,4,18,9.2,+2
29,29,2002-12-27,31-068,MIA,,BOS,W (+20),1,40:51,11,21,.524,3,4,.750,3,3,1.000,2,6,8,2,2,1,2,3,28,21.8,+14
30,30,2002-12-30,31-071,MIA,,ATL,W (+9),1,43:30,5,17,.294,1,4,.250,12,13,.923,1,4,5,7,3,1,0,3,23,22.0,+16
31,31,2003-01-01,31-073,MIA,@,ATL,W (+34),1,36:58,5,14,.357,3,4,.750,7,8,.875,0,3,3,2,2,0,1,2,20,14.3,+29
32,32,2003-01-03,31-075,MIA,,NJN,L (-20),1,14:55,3,6,.500,0,1,.000,1,2,.500,0,0,0,1,0,0,2,5,7,0.3,-24
33,,2003-01-05,31-077,MIA,@,SAC,L (-26),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
34,,2003-01-06,31-078,MIA,@,GSW,L (-14),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
35,,2003-01-08,31-080,MIA,@,DEN,L (-10),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
36,,2003-01-10,31-082,MIA,@,UTA,L (-16),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
37,,2003-01-12,31-084,MIA,@,LAL,L (-25),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
38,,2003-01-14,31-086,MIA,,DET,W (+3),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
39,,2003-01-15,31-087,MIA,@,IND,L (-23),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
40,33,2003-01-18,31-090,MIA,,CHI,W (+1),1,49:08,4,15,.267,0,6,.000,7,9,.778,0,3,3,5,1,1,5,2,15,5.6,+3
41,34,2003-01-20,31-092,MIA,@,NYK,L (-7),1,44:32,5,13,.385,3,7,.429,6,6,1.000,1,5,6,7,1,0,4,3,19,14.8,-2
42,,2003-01-22,31-094,MIA,,PHO,W (+7),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
43,35,2003-01-25,31-097,MIA,,PHI,L (-6),1,42:31,9,20,.450,5,9,.556,3,3,1.000,0,3,3,6,1,1,3,3,26,18.2,-4
44,36,2003-01-27,31-099,MIA,,IND,L (-7),1,39:52,3,11,.273,1,3,.333,2,3,.667,0,4,4,7,2,1,2,2,9,8.1,-7
45,37,2003-01-29,31-101,MIA,,NYK,W (+2),1,40:51,7,11,.636,2,5,.400,6,7,.857,0,8,8,1,2,0,0,3,22,20.6,+6
46,38,2003-01-31,31-103,MIA,@,PHI,L (-5),1,41:25,6,18,.333,3,9,.333,7,10,.700,0,7,7,3,1,1,2,4,22,12.9,-2
47,39,2003-02-01,31-104,MIA,,SAS,L (-2),1,43:38,5,17,.294,3,6,.500,4,4,1.000,1,6,7,5,2,2,8,4,17,6.9,-4
48,40,2003-02-03,31-106,MIA,,ATL,W (+20),1,40:54,7,11,.636,5,8,.625,7,7,1.000,0,5,5,4,2,0,1,0,26,26.4,+19
49,41,2003-02-05,31-108,MIA,,POR,L (-14),1,39:23,7,12,.583,3,8,.375,3,3,1.000,0,7,7,3,2,4,2,4,20,19.8,-21
50,42,2003-02-11,31-114,MIA,,NOH,L (-9),1,41:43,8,15,.533,4,7,.571,6,6,1.000,1,6,7,1,2,2,0,3,26,24.1,-1
51,,2003-02-14,31-117,MIA,@,HOU,W (+12),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
52,,2003-02-15,31-118,MIA,@,DAL,L (-6),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
53,,2003-02-17,31-120,MIA,@,DET,L (-31),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
54,,2003-02-18,31-121,MIA,@,NJN,L (-5),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
55,43,2003-02-22,31-125,MIA,,CHI,W (+10),1,39:08,6,14,.429,3,7,.429,8,9,.889,1,5,6,3,1,0,0,2,23,19.7,+22
56,44,2003-02-25,31-128,MIA,@,SAS,L (-15),1,25:49,5,14,.357,1,6,.167,2,2,1.000,1,2,3,0,0,0,4,1,13,2.1,-12
57,45,2003-02-26,31-129,MIA,@,NOH,L (-9),1,38:32,4,17,.235,2,7,.286,4,6,.667,0,3,3,5,0,2,0,4,14,7.1,-13
58,46,2003-02-28,31-131,MIA,@,MEM,L (-10),1,48:17,8,15,.533,5,7,.714,3,3,1.000,0,6,6,7,3,4,1,3,24,27.0,-3
59,47,2003-03-02,31-133,MIA,,WAS,W (+10),1,21:29,5,10,.500,2,4,.500,4,6,.667,0,2,2,2,1,0,0,6,16,10.8,+7
60,,2003-03-04,31-135,MIA,,MIL,L (-9),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
1,1,2003-10-28,32-008,MIA,@,PHI,L (-15),1,38:48,5,15,.333,1,5,.200,4,4,1.000,2,6,8,0,0,0,1,3,15,7.5,-7
2,2,2003-10-29,32-009,MIA,@,BOS,L (-23),1,39:12,6,16,.375,3,6,.500,7,8,.875,1,7,8,1,1,0,4,3,22,12.1,-28
3,3,2003-10-31,32-011,MIA,,DET,L (-12),1,36:20,8,19,.421,1,3,.333,3,3,1.000,1,4,5,3,3,0,1,3,20,14.7,-18
4,,2003-11-03,32-014,MIA,@,DAL,L (-10),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
5,4,2003-11-04,32-015,MIA,@,SAS,L (-7),1,34:41,8,14,.571,3,6,.500,7,7,1.000,1,3,4,0,3,1,3,6,26,19.3,-2
6,5,2003-11-08,32-019,MIA,,MIN,L (-9),1,42:29,5,18,.278,4,8,.500,7,8,.875,1,2,3,4,1,0,0,1,21,14.7,-1
7,6,2003-11-11,32-022,MIA,@,HOU,L (-20),1,35:10,8,15,.533,1,3,.333,4,4,1.000,1,3,4,3,1,0,3,4,21,13.8,-3
8,7,2003-11-12,32-023,MIA,,CLE,W (+5),1,36:39,9,18,.500,3,6,.500,4,5,.800,0,5,5,3,0,0,0,4,25,17.6,-5
9,8,2003-11-14,32-025,MIA,,WAS,W (+4),1,43:08,8,22,.364,4,11,.364,7,9,.778,0,5,5,1,0,1,2,3,27,13.7,-2
10,9,2003-11-16,32-027,MIA,@,LAL,L (-22),1,27:21,5,14,.357,0,5,.000,2,4,.500,0,4,4,1,4,0,3,4,12,4.7,-27
11,10,2003-11-18,32-029,MIA,@,SEA,W (+7),1,26:37,5,10,.500,2,5,.400,8,9,.889,0,0,0,0,0,0,3,4,20,10.0,+17
12,11,2003-11-19,32-030,MIA,@,POR,L (-1),1,37:12,10,24,.417,4,9,.444,2,3,.667,1,5,6,5,0,0,0,1,26,18.1,+3
13,12,2003-11-21,32-032,MIA,@,GSW,L (-10),1,29:14,3,13,.231,1,5,.200,1,2,.500,0,1,1,4,1,1,1,3,8,2.3,-17
14,13,2003-11-22,32-033,MIA,@,PHO,L (-2),1,41:24,7,20,.350,2,7,.286,6,9,.667,0,4,4,6,1,0,0,3,22,14.8,+5
15,14,2003-11-25,32-036,MIA,,NOH,W (+4),1,40:11,8,14,.571,3,6,.500,6,7,.857,2,4,6,2,1,0,2,4,25,19.4,+9
16,15,2003-11-28,32-039,MIA,@,ATL,L (-12),1,36:38,8,15,.533,4,9,.444,8,9,.889,0,3,3,3,0,0,1,4,28,20.7,-8
17,16,2003-11-29,32-040,MIA,,TOR,W (+12),1,33:18,4,16,.250,0,3,.000,4,4,1.000,0,3,3,5,2,0,2,3,12,5.6,+13
18,17,2003-12-03,32-044,MIA,@,DET,L (-14),1,33:04,3,17,.176,1,9,.111,2,4,.500,0,3,3,1,0,1,1,3,9,-2.4,-25
